,continentName,countryName,province_zipCode,province_confirmedCount,province_curedCount,province_deadCount,cityName,updateTime
2020-01-22,北美洲,美国,971002.0,6.0,0.0,0.0,,2020-01-22
2020-01-23,北美洲,美国,971002.0,6.0,0.0,0.0,,2020-01-23
2020-01-24,北美洲,美国,971002.0,6.0,0.0,0.0,,2020-01-24
2020-01-25,北美洲,美国,971002.0,6.0,0.0,0.0,,2020-01-25
2020-01-26,北美洲,美国,971002.0,6.0,0.0,0.0,,2020-01-26
2020-01-27,北美洲,美国,971002.0,6.0,0.0,0.0,,2020-01-27
2020-01-28,北美洲,美国,971002.0,6.0,0.0,0.0,,2020-01-28
2020-01-29,北美洲,美国,971002.0,6.0,0.0,0.0,,2020-01-29
2020-01-30,北美洲,美国,971002.0,6.0,0.0,0.0,,2020-01-30
2020-01-31,北美洲,美国,971002.0,6.0,0.0,0.0,,2020-01-31
2020-02-01,北美洲,美国,971002.0,6.0,0.0,0.0,,2020-02-01
2020-02-02,北美洲,美国,971002.0,8.0,0.0,0.0,,2020-02-02
2020-02-03,北美洲,美国,971002.0,9.0,0.0,0.0,,2020-02-03
2020-02-04,北美洲,美国,971002.0,11.0,0.0,0.0,,2020-02-04
2020-02-05,北美洲,美国,971002.0,11.0,0.0,0.0,,2020-02-05
2020-02-06,北美洲,美国,971002.0,12.0,0.0,0.0,,2020-02-06
2020-02-07,北美洲,美国,971002.0,12.0,0.0,0.0,,2020-02-07
2020-02-08,北美洲,美国,971002.0,12.0,0.0,0.0,,2020-02-08
2020-02-09,北美洲,美国,971002.0,12.0,0.0,0.0,,2020-02-09
2020-02-10,北美洲,美国,971002.0,12.0,0.0,0.0,,2020-02-10
2020-02-11,北美洲,美国,971002.0,13.0,0.0,0.0,,2020-02-11
2020-02-12,北美洲,美国,971002.0,13.0,3.0,0.0,,2020-02-12
2020-02-13,北美洲,美国,971002.0,14.0,3.0,0.0,,2020-02-13
2020-02-14,北美洲,美国,971002.0,15.0,3.0,0.0,,2020-02-14
2020-02-15,北美洲,美国,971002.0,15.0,3.0,0.0,,2020-02-15
2020-02-16,北美洲,美国,971002.0,15.0,3.0,0.0,,2020-02-16
2020-02-17,北美洲,美国,971002.0,15.0,3.0,0.0,,2020-02-17
2020-02-18,北美洲,美国,971002.0,15.0,3.0,0.0,,2020-02-18
2020-02-19,北美洲,美国,971002.0,15.0,3.0,0.0,,2020-02-19
2020-02-20,北美洲,美国,971002.0,15.0,3.0,0.0,,2020-02-20
2020-02-21,北美洲,美国,971002.0,15.0,3.0,0.0,,2020-02-21
2020-02-22,北美洲,美国,971002.0,35.0,3.0,0.0,,2020-02-22
2020-02-23,北美洲,美国,971002.0,35.0,3.0,0.0,,2020-02-23
2020-02-24,北美洲,美国,971002.0,35.0,3.0,0.0,,2020-02-24
2020-02-25,北美洲,美国,971002.0,53.0,3.0,0.0,,2020-02-25
2020-02-26,北美洲,美国,971002.0,57.0,3.0,0.0,,2020-02-26
2020-02-27,北美洲,美国,971002.0,60.0,3.0,0.0,,2020-02-27
2020-02-28,北美洲,美国,971002.0,60.0,3.0,0.0,,2020-02-28
2020-02-29,北美洲,美国,971002.0,63.0,3.0,0.0,,2020-02-29
2020-03-01,北美洲,美国,971002.0,63.0,3.0,1.0,,2020-03-01
2020-03-02,北美洲,美国,971002.0,77.0,3.0,1.0,,2020-03-02
2020-03-03,北美洲,美国,971002.0,100.0,3.0,6.0,,2020-03-03
2020-03-04,北美洲,美国,971002.0,122.0,3.0,9.0,,2020-03-04
2020-03-05,北美洲,美国,971002.0,153.0,3.0,11.0,,2020-03-05
2020-03-06,北美洲,美国,971002.0,232.0,3.0,14.0,,2020-03-06
2020-03-07,北美洲,美国,971002.0,324.0,10.0,14.0,,2020-03-07
2020-03-08,北美洲,美国,971002.0,445.0,10.0,19.0,,2020-03-08
2020-03-09,北美洲,美国,971002.0,572.0,10.0,21.0,,2020-03-09
2020-03-10,北美洲,美国,971002.0,704.0,10.0,26.0,,2020-03-10
2020-03-11,北美洲,美国,971002.0,1004.0,10.0,31.0,,2020-03-11
2020-03-12,北美洲,美国,971002.0,1004.0,10.0,31.0,,2020-03-12
2020-03-13,北美洲,美国,971002.0,1635.0,10.0,39.0,,2020-03-13
2020-03-14,北美洲,美国,971002.0,2084.0,10.0,41.0,,2020-03-14
2020-03-15,北美洲,美国,971002.0,2885.0,10.0,60.0,,2020-03-15
2020-03-16,北美洲,美国,971002.0,3700.0,10.0,66.0,,2020-03-16
2020-03-17,北美洲,美国,971002.0,4661.0,48.0,90.0,,2020-03-17
2020-03-18,北美洲,美国,971002.0,6420.0,74.0,108.0,,2020-03-18
2020-03-19,北美洲,美国,971002.0,10259.0,106.0,153.0,,2020-03-19
2020-03-20,北美洲,美国,971002.0,14250.0,121.0,208.0,,2020-03-20
2020-03-21,北美洲,美国,971002.0,19624.0,147.0,260.0,,2020-03-21
2020-03-22,北美洲,美国,971002.0,26997.0,176.0,340.0,,2020-03-22
2020-03-23,北美洲,美国,971002.0,35360.0,178.0,473.0,,2020-03-23
2020-03-24,北美洲,美国,971002.0,46450.0,178.0,593.0,,2020-03-24
2020-03-25,北美洲,美国,971002.0,55243.0,354.0,802.0,,2020-03-25
2020-03-26,北美洲,美国,971002.0,69194.0,619.0,1050.0,,2020-03-26
2020-03-27,北美洲,美国,971002.0,85840.0,713.0,1296.0,,2020-03-27
2020-03-28,北美洲,美国,971002.0,105470.0,2072.0,1710.0,,2020-03-28
2020-03-29,北美洲,美国,971002.0,124686.0,2612.0,2191.0,,2020-03-29
2020-03-30,北美洲,美国,971002.0,143101.0,4865.0,2517.0,,2020-03-30
2020-03-31,北美洲,美国,971002.0,164603.0,5896.0,3170.0,,2020-03-31
2020-04-01,北美洲,美国,971002.0,189633.0,7136.0,4081.0,,2020-04-01
2020-04-02,北美洲,美国,971002.0,216722.0,8672.0,5137.0,,2020-04-02
2020-04-03,北美洲,美国,971002.0,245658.0,9311.0,6068.0,,2020-04-03
2020-04-04,北美洲,美国,971002.0,278537.0,9920.0,7163.0,,2020-04-04
2020-04-05,北美洲,美国,971002.0,312245.0,15021.0,8503.0,,2020-04-05
2020-04-06,北美洲,美国,971002.0,337971.0,17582.0,9654.0,,2020-04-06
2020-04-07,北美洲,美国,971002.0,368449.0,19919.0,10993.0,,2020-04-07
2020-04-08,北美洲,美国,971002.0,399979.0,22539.0,12912.0,,2020-04-08
2020-04-09,北美洲,美国,971002.0,432579.0,24213.0,14830.0,,2020-04-09
2020-04-10,北美洲,美国,971002.0,467184.0,26522.0,16736.0,,2020-04-10
2020-04-11,北美洲,美国,971002.0,501615.0,29192.0,18781.0,,2020-04-11
2020-04-12,北美洲,美国,971002.0,530830.0,32314.0,20646.0,,2020-04-12
2020-04-13,北美洲,美国,971002.0,558526.0,42018.0,22146.0,,2020-04-13
2020-04-14,北美洲,美国,971002.0,583220.0,44319.0,23654.0,,2020-04-14
2020-04-15,北美洲,美国,971002.0,609696.0,49966.0,26059.0,,2020-04-15
2020-04-16,北美洲,美国,971002.0,640014.0,52772.0,31002.0,,2020-04-16
2020-04-17,北美洲,美国,971002.0,672246.0,56236.0,33318.0,,2020-04-17
2020-04-18,北美洲,美国,971002.0,706832.0,59672.0,37084.0,,2020-04-18
2020-04-19,北美洲,美国,971002.0,735366.0,66854.0,39095.0,,2020-04-19
2020-04-20,北美洲,美国,971002.0,760570.0,71011.0,40702.0,,2020-04-20
2020-04-21,北美洲,美国,971002.0,788920.0,73533.0,42458.0,,2020-04-21
2020-04-22,北美洲,美国,971002.0,826184.0,75682.0,45150.0,,2020-04-22
2020-04-23,北美洲,美国,971002.0,843937.0,76616.0,46838.0,,2020-04-23
2020-04-24,北美洲,美国,971002.0,870468.0,80937.0,50031.0,,2020-04-24
2020-04-25,北美洲,美国,971002.0,907096.0,99121.0,52063.0,,2020-04-25
2020-04-26,北美洲,美国,971002.0,940797.0,105823.0,54001.0,,2020-04-26
2020-04-27,北美洲,美国,971002.0,967585.0,107070.0,54931.0,,2020-04-27
2020-04-28,北美洲,美国,971002.0,989357.0,111587.0,56386.0,,2020-04-28
2020-04-29,北美洲,美国,971002.0,1014568.0,115936.0,58471.0,,2020-04-29
2020-04-30,北美洲,美国,971002.0,1040608.0,124064.0,61123.0,,2020-04-30
2020-05-01,北美洲,美国,971002.0,1070032.0,153947.0,63019.0,,2020-05-01
2020-05-02,北美洲,美国,971002.0,1107815.0,164015.0,65244.0,,2020-05-02
2020-05-03,北美洲,美国,971002.0,1133069.0,175382.0,66385.0,,2020-05-03
2020-05-04,北美洲,美国,971002.0,1158341.0,180152.0,67686.0,,2020-05-04
2020-05-05,北美洲,美国,971002.0,1181885.0,187180.0,69079.0,,2020-05-05
2020-05-06,北美洲,美国,971002.0,1206323.0,189791.0,71152.0,,2020-05-06
2020-05-07,北美洲,美国,971002.0,1231943.0,189910.0,73566.0,,2020-05-07
2020-05-08,北美洲,美国,971002.0,1256972.0,195036.0,75670.0,,2020-05-08
2020-05-09,北美洲,美国,971002.0,1286833.0,198993.0,77280.0,,2020-05-09
2020-05-10,北美洲,美国,971002.0,1312099.0,212534.0,78862.0,,2020-05-10
2020-05-11,北美洲,美国,971002.0,1332411.0,216169.0,79606.0,,2020-05-11
2020-05-12,北美洲,美国,971002.0,1351200.0,232733.0,80897.0,,2020-05-12
2020-05-13,北美洲,美国,971002.0,1371395.0,230287.0,82461.0,,2020-05-13
2020-05-14,北美洲,美国,971002.0,1395265.0,243430.0,84313.0,,2020-05-14
2020-05-15,北美洲,美国,971002.0,1419998.0,246414.0,85974.0,,2020-05-15
2020-05-16,北美洲,美国,971002.0,1446875.0,250747.0,87697.0,,2020-05-16
2020-05-17,北美洲,美国,971002.0,1470199.0,268376.0,88811.0,,2020-05-17
2020-05-18,北美洲,美国,971002.0,1490195.0,272265.0,89636.0,,2020-05-18
2020-05-19,北美洲,美国,971002.0,1510988.0,283178.0,90432.0,,2020-05-19
2020-05-20,北美洲,美国,971002.0,1528568.0,289392.0,91921.0,,2020-05-20
2020-05-21,北美洲,美国,971002.0,1528568.0,289392.0,91921.0,,2020-05-21
2020-05-22,北美洲,美国,971002.0,1577758.0,298418.0,94729.0,,2020-05-22
2020-05-23,北美洲,美国,971002.0,1604189.0,350135.0,96082.0,,2020-05-23
2020-05-24,北美洲,美国,971002.0,1626258.0,361239.0,97149.0,,2020-05-24
2020-05-25,北美洲,美国,971002.0,1646495.0,366736.0,97794.0,,2020-05-25
2020-05-26,北美洲,美国,971002.0,1665882.0,379157.0,98294.0,,2020-05-26
2020-05-27,北美洲,美国,971002.0,1684173.0,384902.0,99123.0,,2020-05-27
2020-05-28,北美洲,美国,971002.0,1698581.0,391508.0,100276.0,,2020-05-28
2020-01-22,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-01-22
2020-01-23,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-01-23
2020-01-24,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-01-24
2020-01-25,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-01-25
2020-01-26,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-01-26
2020-01-27,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-01-27
2020-01-28,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-01-28
2020-01-29,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-01-29
2020-01-30,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-01-30
2020-01-31,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-01-31
2020-02-01,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-02-01
2020-02-02,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-02-02
2020-02-03,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-02-03
2020-02-04,北美洲,加拿大,971001.0,4.0,0.0,0.0,,2020-02-04
2020-02-05,北美洲,加拿大,971001.0,5.0,0.0,0.0,,2020-02-05
2020-02-06,北美洲,加拿大,971001.0,5.0,0.0,0.0,,2020-02-06
2020-02-07,北美洲,加拿大,971001.0,5.0,0.0,0.0,,2020-02-07
2020-02-08,北美洲,加拿大,971001.0,5.0,0.0,0.0,,2020-02-08
2020-02-09,北美洲,加拿大,971001.0,7.0,0.0,0.0,,2020-02-09
2020-02-10,北美洲,加拿大,971001.0,7.0,0.0,0.0,,2020-02-10
2020-02-11,北美洲,加拿大,971001.0,7.0,0.0,0.0,,2020-02-11
2020-02-12,北美洲,加拿大,971001.0,7.0,0.0,0.0,,2020-02-12
2020-02-13,北美洲,加拿大,971001.0,7.0,2.0,0.0,,2020-02-13
2020-02-14,北美洲,加拿大,971001.0,7.0,2.0,0.0,,2020-02-14
2020-02-15,北美洲,加拿大,971001.0,8.0,2.0,0.0,,2020-02-15
2020-02-16,北美洲,加拿大,971001.0,8.0,2.0,0.0,,2020-02-16
2020-02-17,北美洲,加拿大,971001.0,8.0,2.0,0.0,,2020-02-17
2020-02-18,北美洲,加拿大,971001.0,8.0,2.0,0.0,,2020-02-18
2020-02-19,北美洲,加拿大,971001.0,8.0,2.0,0.0,,2020-02-19
2020-02-20,北美洲,加拿大,971001.0,8.0,2.0,0.0,,2020-02-20
2020-02-21,北美洲,加拿大,971001.0,8.0,2.0,0.0,,2020-02-21
2020-02-22,北美洲,加拿大,971001.0,8.0,2.0,0.0,,2020-02-22
2020-02-23,北美洲,加拿大,971001.0,8.0,2.0,0.0,,2020-02-23
2020-02-24,北美洲,加拿大,971001.0,10.0,3.0,0.0,,2020-02-24
2020-02-25,北美洲,加拿大,971001.0,11.0,4.0,0.0,,2020-02-25
2020-02-26,北美洲,加拿大,971001.0,11.0,4.0,0.0,,2020-02-26
2020-02-27,北美洲,加拿大,971001.0,12.0,4.0,0.0,,2020-02-27
2020-02-28,北美洲,加拿大,971001.0,14.0,4.0,0.0,,2020-02-28
2020-02-29,北美洲,加拿大,971001.0,16.0,4.0,0.0,,2020-02-29
2020-03-01,北美洲,加拿大,971001.0,20.0,4.0,0.0,,2020-03-01
2020-03-02,北美洲,加拿大,971001.0,24.0,4.0,0.0,,2020-03-02
2020-03-03,北美洲,加拿大,971001.0,24.0,4.0,0.0,,2020-03-03
2020-03-04,北美洲,加拿大,971001.0,30.0,4.0,0.0,,2020-03-04
2020-03-05,北美洲,加拿大,971001.0,33.0,4.0,0.0,,2020-03-05
2020-03-06,北美洲,加拿大,971001.0,48.0,4.0,0.0,,2020-03-06
2020-03-07,北美洲,加拿大,971001.0,53.0,4.0,0.0,,2020-03-07
2020-03-08,北美洲,加拿大,971001.0,60.0,4.0,0.0,,2020-03-08
2020-03-09,北美洲,加拿大,971001.0,66.0,4.0,0.0,,2020-03-09
2020-03-10,北美洲,加拿大,971001.0,77.0,4.0,1.0,,2020-03-10
2020-03-11,北美洲,加拿大,971001.0,93.0,4.0,1.0,,2020-03-11
2020-03-12,北美洲,加拿大,971001.0,107.0,4.0,1.0,,2020-03-12
2020-03-13,北美洲,加拿大,971001.0,149.0,4.0,1.0,,2020-03-13
2020-03-14,北美洲,加拿大,971001.0,198.0,4.0,1.0,,2020-03-14
2020-03-15,北美洲,加拿大,971001.0,253.0,4.0,1.0,,2020-03-15
2020-03-16,北美洲,加拿大,971001.0,343.0,4.0,1.0,,2020-03-16
2020-03-17,北美洲,加拿大,971001.0,436.0,4.0,4.0,,2020-03-17
2020-03-18,北美洲,加拿大,971001.0,595.0,10.0,8.0,,2020-03-18
2020-03-19,北美洲,加拿大,971001.0,727.0,10.0,9.0,,2020-03-19
2020-03-20,北美洲,加拿大,971001.0,923.0,11.0,12.0,,2020-03-20
2020-03-21,北美洲,加拿大,971001.0,1146.0,11.0,12.0,,2020-03-21
2020-03-22,北美洲,加拿大,971001.0,1377.0,11.0,19.0,,2020-03-22
2020-03-23,北美洲,加拿大,971001.0,1472.0,14.0,21.0,,2020-03-23
2020-03-24,北美洲,加拿大,971001.0,2091.0,14.0,24.0,,2020-03-24
2020-03-25,北美洲,加拿大,971001.0,2892.0,112.0,28.0,,2020-03-25
2020-03-26,北美洲,加拿大,971001.0,3409.0,183.0,36.0,,2020-03-26
2020-03-27,北美洲,加拿大,971001.0,4043.0,202.0,39.0,,2020-03-27
2020-03-28,北美洲,加拿大,971001.0,4760.0,345.0,56.0,,2020-03-28
2020-03-29,北美洲,加拿大,971001.0,5867.0,345.0,63.0,,2020-03-29
2020-03-30,北美洲,加拿大,971001.0,6671.0,345.0,66.0,,2020-03-30
2020-03-31,北美洲,加拿大,971001.0,7448.0,345.0,80.0,,2020-03-31
2020-04-01,北美洲,加拿大,971001.0,9017.0,1592.0,105.0,,2020-04-01
2020-04-02,北美洲,加拿大,971001.0,10121.0,1592.0,127.0,,2020-04-02
2020-04-03,北美洲,加拿大,971001.0,11283.0,1592.0,139.0,,2020-04-03
2020-04-04,北美洲,加拿大,971001.0,12545.0,2321.0,188.0,,2020-04-04
2020-04-05,北美洲,加拿大,971001.0,14022.0,2770.0,234.0,,2020-04-05
2020-04-06,北美洲,加拿大,971001.0,15512.0,2770.0,280.0,,2020-04-06
2020-04-07,北美洲,加拿大,971001.0,16666.0,2770.0,323.0,,2020-04-07
2020-04-08,北美洲,加拿大,971001.0,17897.0,2770.0,381.0,,2020-04-08
2020-04-09,北美洲,加拿大,971001.0,19279.0,2770.0,435.0,,2020-04-09
2020-04-10,北美洲,加拿大,971001.0,20765.0,2770.0,524.0,,2020-04-10
2020-04-11,北美洲,加拿大,971001.0,22148.0,2770.0,569.0,,2020-04-11
2020-04-12,北美洲,加拿大,971001.0,23318.0,2770.0,653.0,,2020-04-12
2020-04-13,北美洲,加拿大,971001.0,24384.0,2770.0,717.0,,2020-04-13
2020-04-14,北美洲,加拿大,971001.0,26163.0,2770.0,823.0,,2020-04-14
2020-04-15,北美洲,加拿大,971001.0,27064.0,2770.0,903.0,,2020-04-15
2020-04-16,北美洲,加拿大,971001.0,28893.0,2770.0,1048.0,,2020-04-16
2020-04-17,北美洲,加拿大,971001.0,30670.0,9729.0,1196.0,,2020-04-17
2020-04-18,北美洲,加拿大,971001.0,32412.0,9729.0,1345.0,,2020-04-18
2020-04-19,北美洲,加拿大,971001.0,33922.0,9729.0,1506.0,,2020-04-19
2020-04-20,北美洲,加拿大,971001.0,35392.0,11843.0,1611.0,,2020-04-20
2020-04-21,北美洲,加拿大,971001.0,37382.0,12586.0,1728.0,,2020-04-21
2020-04-22,北美洲,加拿大,971001.0,38422.0,13188.0,1834.0,,2020-04-22
2020-04-23,北美洲,加拿大,971001.0,40824.0,13986.0,2028.0,,2020-04-23
2020-04-24,北美洲,加拿大,971001.0,42750.0,15202.0,2197.0,,2020-04-24
2020-04-25,北美洲,加拿大,971001.0,44364.0,15541.0,2350.0,,2020-04-25
2020-04-26,北美洲,加拿大,971001.0,45791.0,16425.0,2489.0,,2020-04-26
2020-04-27,北美洲,加拿大,971001.0,47327.0,17321.0,2617.0,,2020-04-27
2020-04-28,北美洲,加拿大,971001.0,48500.0,18268.0,2707.0,,2020-04-28
2020-04-29,北美洲,加拿大,971001.0,50373.0,19231.0,2904.0,,2020-04-29
2020-04-30,北美洲,加拿大,971001.0,51597.0,20327.0,2996.0,,2020-04-30
2020-05-01,北美洲,加拿大,971001.0,53657.0,21423.0,3223.0,,2020-05-01
2020-05-02,北美洲,加拿大,971001.0,55572.0,23316.0,3446.0,,2020-05-02
2020-05-03,北美洲,加拿大,971001.0,56714.0,23801.0,3566.0,,2020-05-03
2020-05-04,北美洲,加拿大,971001.0,59474.0,24908.0,3682.0,,2020-05-04
2020-05-05,北美洲,加拿大,971001.0,60772.0,26017.0,3854.0,,2020-05-05
2020-05-06,北美洲,加拿大,971001.0,62046.0,26993.0,4043.0,,2020-05-06
2020-05-07,北美洲,加拿大,971001.0,63496.0,28171.0,4232.0,,2020-05-07
2020-05-08,北美洲,加拿大,971001.0,64922.0,29247.0,4408.0,,2020-05-08
2020-05-09,北美洲,加拿大,971001.0,66780.0,30406.0,4628.0,,2020-05-09
2020-05-10,北美洲,加拿大,971001.0,67996.0,31249.0,4728.0,,2020-05-10
2020-05-11,北美洲,加拿大,971001.0,69156.0,32455.0,4906.0,,2020-05-11
2020-05-12,北美洲,加拿大,971001.0,70342.0,33254.0,5051.0,,2020-05-12
2020-05-13,北美洲,加拿大,971001.0,71486.0,34042.0,5209.0,,2020-05-13
2020-05-14,北美洲,加拿大,971001.0,72536.0,35164.0,5337.0,,2020-05-14
2020-05-15,北美洲,加拿大,971001.0,73401.0,36091.0,5472.0,,2020-05-15
2020-05-16,北美洲,加拿大,971001.0,75004.0,36895.0,5595.0,,2020-05-16
2020-05-17,北美洲,加拿大,971001.0,76204.0,37819.0,5702.0,,2020-05-17
2020-05-18,北美洲,加拿大,971001.0,77002.0,38550.0,5782.0,,2020-05-18
2020-05-19,北美洲,加拿大,971001.0,78499.0,39228.0,5857.0,,2020-05-19
2020-05-20,北美洲,加拿大,971001.0,79112.0,40050.0,5912.0,,2020-05-20
2020-05-21,北美洲,加拿大,971001.0,79112.0,40050.0,5912.0,,2020-05-21
2020-05-22,北美洲,加拿大,971001.0,81324.0,41715.0,6152.0,,2020-05-22
2020-05-23,北美洲,加拿大,971001.0,82892.0,42594.0,6277.0,,2020-05-23
2020-05-24,北美洲,加拿大,971001.0,84081.0,43305.0,6380.0,,2020-05-24
2020-05-25,北美洲,加拿大,971001.0,84699.0,43985.0,6424.0,,2020-05-25
2020-05-26,北美洲,加拿大,971001.0,85998.0,44638.0,6566.0,,2020-05-26
2020-05-27,北美洲,加拿大,971001.0,86647.0,45339.0,6639.0,,2020-05-27
2020-05-28,北美洲,加拿大,971001.0,87519.0,45339.0,6765.0,,2020-05-28
2020-01-22,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-01-22
2020-01-23,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-01-23
2020-01-24,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-01-24
2020-01-25,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-01-25
2020-01-26,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-01-26
2020-01-27,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-01-27
2020-01-28,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-01-28
2020-01-29,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-01-29
2020-01-30,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-01-30
2020-01-31,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-01-31
2020-02-01,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-01
2020-02-02,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-02
2020-02-03,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-03
2020-02-04,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-04
2020-02-05,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-05
2020-02-06,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-06
2020-02-07,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-07
2020-02-08,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-08
2020-02-09,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-09
2020-02-10,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-10
2020-02-11,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-11
2020-02-12,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-12
2020-02-13,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-13
2020-02-14,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-14
2020-02-15,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-15
2020-02-16,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-16
2020-02-17,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-17
2020-02-18,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-18
2020-02-19,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-19
2020-02-20,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-20
2020-02-21,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-21
2020-02-22,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-22
2020-02-23,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-23
2020-02-24,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-24
2020-02-25,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-25
2020-02-26,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-26
2020-02-27,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-27
2020-02-28,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-28
2020-02-29,北美洲,墨西哥,971003.0,3.0,0.0,0.0,,2020-02-29
2020-03-01,北美洲,墨西哥,971003.0,4.0,0.0,0.0,,2020-03-01
2020-03-02,北美洲,墨西哥,971003.0,5.0,0.0,0.0,,2020-03-02
2020-03-03,北美洲,墨西哥,971003.0,5.0,1.0,0.0,,2020-03-03
2020-03-04,北美洲,墨西哥,971003.0,5.0,1.0,0.0,,2020-03-04
2020-03-05,北美洲,墨西哥,971003.0,6.0,1.0,0.0,,2020-03-05
2020-03-06,北美洲,墨西哥,971003.0,6.0,1.0,0.0,,2020-03-06
2020-03-07,北美洲,墨西哥,971003.0,6.0,1.0,0.0,,2020-03-07
2020-03-08,北美洲,墨西哥,971003.0,7.0,1.0,0.0,,2020-03-08
2020-03-09,北美洲,墨西哥,971003.0,7.0,1.0,0.0,,2020-03-09
2020-03-10,北美洲,墨西哥,971003.0,7.0,1.0,0.0,,2020-03-10
2020-03-11,北美洲,墨西哥,971003.0,7.0,1.0,0.0,,2020-03-11
2020-03-12,北美洲,墨西哥,971003.0,11.0,1.0,0.0,,2020-03-12
2020-03-13,北美洲,墨西哥,971003.0,15.0,1.0,0.0,,2020-03-13
2020-03-14,北美洲,墨西哥,971003.0,26.0,1.0,0.0,,2020-03-14
2020-03-15,北美洲,墨西哥,971003.0,41.0,1.0,0.0,,2020-03-15
2020-03-16,北美洲,墨西哥,971003.0,53.0,1.0,0.0,,2020-03-16
2020-03-17,北美洲,墨西哥,971003.0,82.0,1.0,0.0,,2020-03-17
2020-03-18,北美洲,墨西哥,971003.0,93.0,1.0,0.0,,2020-03-18
2020-03-19,北美洲,墨西哥,971003.0,118.0,1.0,1.0,,2020-03-19
2020-03-20,北美洲,墨西哥,971003.0,164.0,1.0,1.0,,2020-03-20
2020-03-21,北美洲,墨西哥,971003.0,203.0,1.0,2.0,,2020-03-21
2020-03-22,北美洲,墨西哥,971003.0,251.0,1.0,2.0,,2020-03-22
2020-03-23,北美洲,墨西哥,971003.0,316.0,1.0,2.0,,2020-03-23
2020-03-24,北美洲,墨西哥,971003.0,367.0,1.0,4.0,,2020-03-24
2020-03-25,北美洲,墨西哥,971003.0,405.0,1.0,5.0,,2020-03-25
2020-03-26,北美洲,墨西哥,971003.0,475.0,1.0,6.0,,2020-03-26
2020-03-27,北美洲,墨西哥,971003.0,585.0,1.0,8.0,,2020-03-27
2020-03-28,北美洲,墨西哥,971003.0,717.0,1.0,12.0,,2020-03-28
2020-03-29,北美洲,墨西哥,971003.0,858.0,1.0,16.0,,2020-03-29
2020-03-30,北美洲,墨西哥,971003.0,993.0,1.0,20.0,,2020-03-30
2020-03-31,北美洲,墨西哥,971003.0,1094.0,1.0,20.0,,2020-03-31
